Identifier,Start date,End date,Number of deaths,Incident,State,Year,Month,Month Name
IBD026398,2023-02-14,2023-02-14,1,Kidnappers Vs Woman,Anambra,2023,2,February
IBD026400,2023-02-14,2023-02-14,2,Gunmen Attack,Fct (Abuja),2023,2,February
IBD026397,2023-02-13,2023-02-13,1,Gunmen Attack Politician Foster Son,Lagos,2023,2,February
IBD026374,2023-02-13,2023-02-13,1,Police Vs Gunmen,Anambra,2023,2,February
IBD026401,2023-02-13,2023-02-13,2,Police Kill 2,Katsina,2023,2,February
IBD026392,2023-02-13,2023-02-13,1,Drown,Kano,2023,2,February
IBD026399,2023-02-13,2023-02-13,1,Man Vs Brother,Rivers,2023,2,February
IBD026375,2023-02-12,2023-02-12,1,Rape Victim,Rivers,2023,2,February
IBD026386,2023-02-12,2023-02-12,2,2 Killed,Plateau,2023,2,February
IBD026390,2023-02-12,2023-02-12,8,Boko Haram,Borno,2023,2,February
IBD026391,2023-02-12,2023-02-12,7,Cult Clash,Benue,2023,2,February
IBD026378,2023-02-12,2023-02-12,5,Road Accident,Lagos,2023,2,February
IBD026376,2023-02-12,2023-02-12,1,Road Accident,Lagos,2023,2,February
IBD026377,2023-02-12,2023-02-12,7,Road Accident,Niger,2023,2,February
IBD026367,2023-02-12,2023-02-12,1,Road Accident,Ogun,2023,2,February
IBD029895,2023-02-12,2023-02-12,1,Rape To Death,Rivers,2023,2,February
IBD026389,2023-02-11,2023-02-11,1,Farmers Vs Herders,Kogi,2023,2,February
IBD026361,2023-02-11,2023-02-11,6,Bandits Vs Policemen,Niger,2023,2,February
IBD026362,2023-02-11,2023-02-11,1,Political Violence,Lagos,2023,2,February
IBD026388,2023-02-11,2023-02-11,2,Cult Clash,Lagos,2023,2,February
IBD026364,2023-02-10,2023-02-11,36,Soldiers Vs Boko Haram,Borno,2023,2,February
IBD026363,2023-02-10,2023-02-10,1,Political Violence,Jigawa,2023,2,February
IBD026357,2023-02-10,2023-02-10,3,Gunmen Vs Policemen,Anambra,2023,2,February
IBD026864,2023-02-10,2023-02-10,1,Medical Negligence,Lagos,2023,2,February
IBD026345,2023-02-09,2023-02-09,1,Cultism,Cross River,2023,2,February
IBD026349,2023-02-09,2023-02-09,1,Rape,Benue,2023,2,February
IBD026358,2023-02-09,2023-02-10,4,Army Vs Bandits,Kaduna,2023,2,February
IBD026347,2023-02-09,2023-02-09,1,Communal Clash,Ebonyi,2023,2,February
IBD026354,2023-02-09,2023-02-09,1,Police Vs Armed Robber,Gombe,2023,2,February
IBD026360,2023-02-09,2023-02-09,1,Kidnappers Vs Farmer,Ondo,2023,2,February
IBD026355,2023-02-09,2023-02-09,4,Herdsmen Attack,Benue,2023,2,February
IBD026359,2023-02-09,2023-02-09,1,Student Dies,Lagos,2023,2,February
IBD026346,2023-02-09,2023-02-09,1,Soldier Vs Man,Lagos,2023,2,February
IBD026351,2023-02-09,2023-02-09,1,Road Accident,Ogun,2023,2,February
IBD026369,2023-02-09,2023-02-09,1,Gunmen Attack Student,Fct (Abuja),2023,2,February
IBD026348,2023-02-09,2023-02-09,6,Gunmen Vs Soldiers,Delta,2023,2,February
IBD026350,2023-02-08,2023-02-09,3,Cult Clash,Benue,2023,2,February
IBD026416,2023-02-08,2023-02-08,1,Woman Dies,Nasarawa,2023,2,February
IBD026585,2023-02-08,2023-02-08,1,Assailants Vs Man,Lagos,2023,2,February
IBD026340,2023-02-07,2023-02-07,2,Gunmen Attack,Kaduna,2023,2,February
IBD026365,2023-02-07,2023-02-07,1,Woman Dies,Kaduna,2023,2,February
IBD026334,2023-02-07,2023-02-07,1,Cultists Vs Lecturerr,Anambra,2023,2,February
IBD026352,2023-02-07,2023-02-07,1,Market Crisis,Bauchi,2023,2,February
IBD026337,2023-02-07,2023-02-07,1,Herdsmen Attack,Enugu,2023,2,February
IBD026371,2023-02-07,2023-02-07,1,Man Vs Bus Driver,Lagos,2023,2,February
IBD026344,2023-02-07,2023-02-07,1,Political Violence,Ogun,2023,2,February
IBD026335,2023-02-06,2023-02-06,1,Road Accident,Niger,2023,2,February
IBD026341,2023-02-06,2023-02-06,2,Road Accident,Delta,2023,2,February
IBD026338,2023-02-06,2023-02-06,3,Road Accident,Yobe,2023,2,February
IBD026326,2023-02-06,2023-02-06,1,Corpse,Lagos,2023,2,February
IBD026562,2023-02-06,2023-02-06,1,Security Guard Vs House Help,Lagos,2023,2,February
IBD026332,2023-02-06,2023-02-06,7,Communal Clash,Anambra,2023,2,February
IBD026329,2023-02-06,2023-02-06,1,Political Violence,Ebonyi,2023,2,February
IBD026328,2023-02-05,2023-02-05,4,Shooting,Plateau,2023,2,February
IBD026336,2023-02-05,2023-02-05,1,Soldiers Vs Man,Kaduna,2023,2,February
IBD026339,2023-02-04,2023-02-04,1,Road Accident,Kwara,2023,2,February
IBD026316,2023-02-04,2023-02-04,7,Herdsmen Attack,Ondo,2023,2,February
IBD026319,2023-02-04,2023-02-04,6,Ship Accident,Lagos,2023,2,February
IBD026320,2023-02-04,2023-02-04,2,Political Violence,Oyo,2023,2,February
IBD026722,2023-02-04,2023-02-04,1,Lady Found Dead,Ogun,2023,2,February
IBD026311,2023-02-03,2023-02-03,7,Decomposed Corps,Taraba,2023,2,February
IBD026323,2023-02-03,2023-02-03,1,Road Accident,Lagos,2023,2,February
IBD026324,2023-02-03,2023-02-03,3,Political Violence,Cross River,2023,2,February
IBD026318,2023-02-03,2023-02-03,3,Building Collapse,Rivers,2023,2,February
IBD026342,2023-02-03,2023-02-03,1,Found Dead,Delta,2023,2,February
IBD026313,2023-02-03,2023-02-03,1,Road Accident,Ogun,2023,2,February
IBD026322,2023-02-03,2023-02-03,9,Road Accident,Rivers,2023,2,February
IBD026315,2023-02-03,2023-02-03,2,Gunmen Attack,Kaduna,2023,2,February
IBD026321,2023-02-03,2023-02-03,3,Gunmen Vs Security Operatives,Anambra,2023,2,February
IBD026543,2023-02-03,2023-02-03,2,Men Vs Brothers,Oyo,2023,2,February
IBD026325,2023-02-02,2023-02-02,1,Gunmen Vs Judge,Imo,2023,2,February
IBD026314,2023-02-02,2023-02-02,1,Gunmen Vs Governorship Candidate,Ebonyi,2023,2,February
IBD026327,2023-02-02,2023-02-02,1,Car Thief,Lagos,2023,2,February
IBD026330,2023-02-02,2023-02-04,4,Herdsmen Vs Soldiers,Benue,2023,2,February
IBD026309,2023-02-02,2023-02-02,1,Cult Killing,Anambra,2023,2,February
IBD026305,2023-02-01,2023-02-01,1,Gunmen Attack,Anambra,2023,2,February
IBD026303,2023-02-01,2023-02-01,3,Inferno,Kaduna,2023,2,February
IBD026317,2023-02-01,2023-02-03,79,Banditry,Katsina,2023,2,February
IBD026312,2023-02-01,2023-02-02,53,Bandits Vs Vigilante,Katsina,2023,2,February
IBD026307,2023-02-01,2023-02-01,3,Building Collapse,Fct (Abuja),2023,2,February
IBD026343,2023-02-01,2023-02-01,1,Medical Negligence,Lagos,2023,2,February
IBD026836,2023-02-01,2023-02-01,24,Road Accident,Gombe,2023,2,February
IBD018315,2023-02-01,2023-02-01,1,Son Vs Father,Ekiti,2023,2,February
IBD025875,2023-01-31,2023-01-31,1,Gunmen Vs Community Leader,Plateau,2023,1,January
IBD026294,2023-01-31,2023-01-31,2,Road Accident,Lagos,2023,1,January
IBD026293,2023-01-31,2023-01-31,2,Herdsmen Attack,Benue,2023,1,January
IBD026306,2023-01-31,2023-01-31,2,Political Violence,Oyo,2023,1,January
IBD026353,2023-01-31,2023-01-31,1,Road Accident,Rivers,2023,1,January
IBD026300,2023-01-31,2023-01-31,2,Political Stampede,Sokoto,2023,1,January
IBD026297,2023-01-31,2023-01-31,1,Tanker Explosion,Ogun,2023,1,January
IBD026295,2023-01-30,2023-01-30,1,Political Violence,Bauchi,2023,1,January
IBD026304,2023-01-30,2023-01-30,1,Banditry,Niger,2023,1,January
IBD026287,2023-01-30,2023-01-30,1,Found Dead,Anambra,2023,1,January
IBD026302,2023-01-30,2023-01-30,3,Herders Vs Women,Benue,2023,1,January
IBD026477,2023-01-30,2023-01-30,1,Driver Vs Passenger,Lagos,2023,1,January
IBD026301,2023-01-30,2023-01-30,2,Herdsmen Vs Children,Benue,2023,1,January
IBD026288,2023-01-29,2023-01-29,2,Police Vs Robbers,Delta,2023,1,January
IBD026281,2023-01-29,2023-01-29,3,Gunmen Vs Police,Ebonyi,2023,1,January
IBD026279,2023-01-29,2023-01-29,11,Road Accident,Ondo,2023,1,January
IBD026280,2023-01-29,2023-01-29,9,Road Accident,Lagos,2023,1,January
IBD026290,2023-01-29,2023-01-29,5,Mysterious Death,Rivers,2023,1,January
IBD026296,2023-01-29,2023-01-30,2,Herdsmen Attack,Benue,2023,1,January
IBD026298,2023-01-29,2023-01-29,2,Herdsmen Attack,Benue,2023,1,January
IBD026333,2023-01-29,2023-01-29,1,Man Vs Brother,Lagos,2023,1,January
IBD026282,2023-01-28,2023-01-28,2,Gunmen Vs Soldiers,Enugu,2023,1,January
IBD026276,2023-01-28,2023-01-28,5,Mine Collapse,Plateau,2023,1,January
IBD026299,2023-01-28,2023-01-28,1,Herdsmen Attack,Benue,2023,1,January
IBD026278,2023-01-28,2023-01-28,1,Police Vs Robber,Fct (Abuja),2023,1,January
IBD026283,2023-01-28,2023-01-28,2,Road Accident,Bauchi,2023,1,January
IBD026284,2023-01-28,2023-01-28,32,Army Vs Boko Haram,Borno,2023,1,January
IBD026285,2023-01-28,2023-01-28,1,Medical Negligence,Cross River,2023,1,January
IBD026277,2023-01-28,2023-01-28,2,Gunmen Attack,Imo,2023,1,January
IBD026289,2023-01-28,2023-01-28,1,Man Vs Colleague,Ebonyi,2023,1,January
IBD026292,2023-01-27,2023-01-27,2,Banditry,Sokoto,2023,1,January
IBD026286,2023-01-27,2023-01-27,2,Gunmen Vs Vigilante,Ebonyi,2023,1,January
IBD026267,2023-01-27,2023-01-27,2,Cult Clash,Lagos,2023,1,January
IBD026269,2023-01-26,2023-01-26,5,Bandits Vs Miners,Kaduna,2023,1,January
IBD026270,2023-01-26,2023-01-26,1,Road Accident,Kogi,2023,1,January
IBD026274,2023-01-26,2023-01-26,2,Road Accident,Bauchi,2023,1,January
IBD026272,2023-01-26,2023-01-26,7,Road Accident,Niger,2023,1,January
IBD026264,2023-01-25,2023-01-25,2,Bandits Kill 2,Niger,2023,1,January
IBD026262,2023-01-25,2023-01-25,2,Gunmen Vs Policemen,Imo,2023,1,January
IBD026268,2023-01-25,2023-01-25,6,Bandits Vs Miners,Niger,2023,1,January
IBD026254,2023-01-25,2023-01-25,2,Road Accident,Ondo,2023,1,January
IBD026259,2023-01-24,2023-01-24,49,NAF Vs Herders,Nasarawa,2023,1,January
IBD026257,2023-01-24,2023-01-24,1,Man Vs In-Law,Delta,2023,1,January
IBD026256,2023-01-24,2023-01-24,1,Domestic Violence,Bayelsa,2023,1,January
IBD026252,2023-01-24,2023-01-24,24,NAF Vs Vigilantes,Niger,2023,1,January
IBD026266,2023-01-24,2023-01-24,1,Gunmen Vs Police Officer,Imo,2023,1,January
IBD026260,2023-01-24,2023-01-24,1,Political Killing,Imo,2023,1,January
IBD026370,2023-01-24,2023-01-24,2,Gunmen Attack Man,Lagos,2023,1,January
IBD026261,2023-01-24,2023-01-24,1,Political Violence,Jigawa,2023,1,January
IBD026255,2023-01-23,2023-01-23,1,Medical Negligence,Rivers,2023,1,January
IBD026263,2023-01-23,2023-01-23,1,Woman Vs Step-Son,Benue,2023,1,January
IBD026248,2023-01-23,2023-01-23,1,Army Vs Bandit,Kaduna,2023,1,January
IBD026249,2023-01-23,2023-01-24,29,Army Vs Iswap,Borno,2023,1,January
IBD026251,2023-01-23,2023-01-23,1,Driver Drowns,Lagos,2023,1,January
IBD026373,2023-01-23,2023-01-23,6,Found Dead,Lagos,2023,1,January
IBD026245,2023-01-23,2023-01-23,2,Herdsmen Attack,Delta,2023,1,January
IBD026382,2023-01-23,2023-01-23,3,Army Vs Kidnappers,Kaduna,2023,1,January
IBD026622,2023-01-23,2023-01-23,1,Hoodlums Vs Man,Ebonyi,2023,1,January
IBD026250,2023-01-23,2023-01-23,1,Ritual Killing,Kaduna,2023,1,January
IBD026247,2023-01-23,2023-01-23,2,Army Vs Bandits,Kaduna,2023,1,January
IBD026237,2023-01-23,2023-01-23,2,Road Accident,Lagos,2023,1,January
IBD026244,2023-01-23,2023-01-23,37,Security Operatives Vs Bandits,Niger,2023,1,January
IBD026238,2023-01-22,2023-01-22,1,Gunmen Attack,Imo,2023,1,January
IBD026275,2023-01-22,2023-01-22,1,Mob Vs Gunman,Delta,2023,1,January
IBD026372,2023-01-22,2023-01-22,5,Found Dead,Lagos,2023,1,January
IBD028004,2023-01-22,2023-01-22,1,Domestic Violence,Ogun,2023,1,January
IBD026253,2023-01-22,2023-01-22,1,Robbers Vs Man,Lagos,2023,1,January
IBD026239,2023-01-22,2023-01-22,3,Police Vs Kidnappers,Kwara,2023,1,January
IBD026243,2023-01-22,2023-01-22,2,Hoodlums Kill 2,Anambra,2023,1,January
IBD026231,2023-01-21,2023-01-21,2,2 Die Inside Pit,Kano,2023,1,January
IBD026236,2023-01-21,2023-01-21,1,Police Vs Kidnappers,Adamawa,2023,1,January
IBD026233,2023-01-21,2023-01-21,5,Gunmen Attack 4,Bauchi,2023,1,January
IBD026234,2023-01-21,2023-01-21,1,Road Accident,Bayelsa,2023,1,January
IBD026246,2023-01-20,2023-01-20,1,Police Vs Kidnappers,Plateau,2023,1,January
IBD026227,2023-01-20,2023-01-20,1,Land Grabbers Vs Commercial Motorcyclist,Osun,2023,1,January
IBD026232,2023-01-20,2023-01-20,1,Bandits Vs Councillor,Niger,2023,1,January
IBD026222,2023-01-20,2023-01-20,2,Cult Clash,Osun,2023,1,January
IBD026228,2023-01-20,2023-01-20,1,Gunmen Vs Ebubeagu Commander,Ebonyi,2023,1,January
IBD026241,2023-01-20,2023-01-20,1,Assailants Vs Man,Kogi,2023,1,January
IBD026798,2023-01-20,2023-01-26,4,Mysterious Deaths,Enugu,2023,1,January
IBD026225,2023-01-20,2023-01-20,1,Political Violence,Edo,2023,1,January
IBD026229,2023-01-20,2023-01-20,2,Gunmen Vs Party Members,Ebonyi,2023,1,January
IBD026226,2023-01-19,2023-01-19,1,Vigilante Vs Colleague,Edo,2023,1,January
IBD026235,2023-01-19,2023-01-19,1,Police Vs Man,Kano,2023,1,January
IBD026220,2023-01-19,2023-01-19,9,Fulani Herdsmen Attack,Benue,2023,1,January
IBD026211,2023-01-18,2023-01-18,3,Police Vs Gunmen,Imo,2023,1,January
IBD026223,2023-01-18,2023-01-18,3,Fulani Herdsmen Attack,Edo,2023,1,January
IBD026209,2023-01-18,2023-01-18,1,Building Collapse,Lagos,2023,1,January
IBD026203,2023-01-18,2023-01-18,4,Road Accident,Ondo,2023,1,January
IBD026219,2023-01-18,2023-01-18,5,Army Vs Bandits,Zamfara,2023,1,January
IBD026368,2023-01-18,2023-01-18,1,Gunmen Attack,Lagos,2023,1,January
IBD026214,2023-01-18,2023-01-18,1,Police Kill Kidnappers,Delta,2023,1,January
IBD026205,2023-01-17,2023-01-17,1,Road Accident,Plateau,2023,1,January
IBD026204,2023-01-17,2023-01-17,1,Man Murdered,Rivers,2023,1,January
IBD026212,2023-01-17,2023-01-17,6,Gunmen Vs Vigilantes,Kaduna,2023,1,January
IBD026196,2023-01-17,2023-01-17,3,Bandits Kill 3,Katsina,2023,1,January
IBD026193,2023-01-17,2023-01-17,1,Police Vs Protester,Niger,2023,1,January
IBD026218,2023-01-17,2023-01-17,5,Army Vs Bandits,Kebbi,2023,1,January
IBD026199,2023-01-17,2023-01-17,3,Cultists Vs Policeman,Abia,2023,1,January
IBD026217,2023-01-17,2023-01-18,3,Army Vs Bandits,Katsina,2023,1,January
IBD026200,2023-01-17,2023-01-17,1,Police Vs Traders,Lagos,2023,1,January
IBD026379,2023-01-17,2023-01-17,40,Troops Vs Bandits,Niger,2023,1,January
IBD026207,2023-01-17,2023-01-17,3,Herdsmen Attack,Ondo,2023,1,January
IBD026197,2023-01-16,2023-01-16,1,Mob Vs Thief,Delta,2023,1,January
IBD026202,2023-01-16,2023-01-16,1,Food Poisoning,Lagos,2023,1,January
IBD026201,2023-01-16,2023-01-16,20,Army Vs Bandits,Sokoto,2023,1,January
IBD026213,2023-01-16,2023-01-16,1,Police Vs Kidnappers,Delta,2023,1,January
IBD026383,2023-01-16,2023-01-16,20,Army Vs Boko Haram,Borno,2023,1,January
IBD026198,2023-01-16,2023-01-16,2,Army Vs Bandits,Kaduna,2023,1,January
IBD026210,2023-01-16,2023-01-16,2,Police Vs Armed Robbers,Delta,2023,1,January
IBD026180,2023-01-15,2023-01-15,1,Road Accident,Lagos,2023,1,January
IBD026168,2023-01-15,2023-01-15,1,Gunmen Attack INEC Office,Enugu,2023,1,January
IBD026185,2023-01-15,2023-01-15,18,Road Accident,Kebbi,2023,1,January
IBD026206,2023-01-15,2023-01-15,4,Cult Clash,Edo,2023,1,January
IBD026208,2023-01-15,2023-01-15,1,Road Accident,Ebonyi,2023,1,January
IBD026173,2023-01-15,2023-01-15,1,Bandits Vs Priest,Niger,2023,1,January
IBD026810,2023-01-15,2023-01-15,1,Kidnap Victim,Lagos,2023,1,January
IBD026175,2023-01-15,2023-01-15,6,Road Accident,Fct (Abuja),2023,1,January
IBD026380,2023-01-14,2023-01-14,10,Army Vs Boko Haram,Borno,2023,1,January
IBD026184,2023-01-14,2023-01-14,1,Electrocution,Enugu,2023,1,January
IBD026216,2023-01-14,2023-01-14,1,Robbers Vs Man,Kogi,2023,1,January
IBD026176,2023-01-14,2023-01-14,2,Road Accident,Plateau,2023,1,January
IBD026178,2023-01-14,2023-01-14,2,Gunmen Vs Vigilante,Kwara,2023,1,January
IBD026181,2023-01-14,2023-01-14,1,Man Vs Mother,Delta,2023,1,January
IBD026174,2023-01-14,2023-01-14,1,Youths Vs Village Head,Niger,2023,1,January
IBD026177,2023-01-14,2023-01-14,1,Assailants Vs Woman,Ondo,2023,1,January
IBD026224,2023-01-14,2023-01-14,1,Drug Abuse,Lagos,2023,1,January
IBD026179,2023-01-14,2023-01-14,1,Domestic Violence,Rivers,2023,1,January
IBD026166,2023-01-14,2023-01-14,12,Road Accident,Plateau,2023,1,January
IBD026172,2023-01-14,2023-01-14,1,Police Vs Bandits,Kaduna,2023,1,January
IBD026164,2023-01-14,2023-01-14,5,Road Accident,Bauchi,2023,1,January
IBD026167,2023-01-14,2023-01-14,1,Gunmen Vs Policeman,Imo,2023,1,January
IBD026159,2023-01-14,2023-01-14,10,Road Accident,Ogun,2023,1,January
IBD026165,2023-01-14,2023-01-14,4,Gunmen Attack,Imo,2023,1,January
IBD026271,2023-01-14,2023-01-14,2,Police Vs Man,Lagos,2023,1,January
IBD026498,2023-01-14,2023-01-14,1,Driver Vs Businessman,Ondo,2023,1,January
IBD026194,2023-01-13,2023-01-13,1,Youth Dies,Fct (Abuja),2023,1,January
IBD026169,2023-01-13,2023-01-13,20,Army Vs Iswap,Borno,2023,1,January
IBD026191,2023-01-13,2023-01-13,1,Mob Vs Man,Fct (Abuja),2023,1,January
IBD026158,2023-01-13,2023-01-13,8,Road Accident,Abia,2023,1,January
IBD026151,2023-01-13,2023-01-13,4,Inferno,Kaduna,2023,1,January
IBD027548,2023-01-13,2023-01-13,1,Woman Dies,Delta,2023,1,January
IBD026195,2023-01-13,2023-01-13,1,Police Vs Cultist,Delta,2023,1,January
IBD026192,2023-01-13,2023-01-13,2,Vigilantes Vs Bandits,Nasarawa,2023,1,January
IBD026154,2023-01-12,2023-01-13,2,Gunmen Vs Vigilante Group,Delta,2023,1,January
IBD026156,2023-01-12,2023-01-12,2,Cult Clash,Delta,2023,1,January
IBD026162,2023-01-12,2023-01-12,2,Army Vs Terrorists,Nasarawa,2023,1,January
IBD026385,2023-01-12,2023-01-12,10,Security Operatives Vs Bandits,Zamfara,2023,1,January
IBD026148,2023-01-12,2023-01-12,2,Kidnappers Vs Police,Edo,2023,1,January
IBD026384,2023-01-12,2023-01-12,10,Security Operatives Vs Bandits,Zamfara,2023,1,January
IBD026147,2023-01-12,2023-01-12,5,Gunmen Attack,Anambra,2023,1,January
IBD026160,2023-01-11,2023-01-11,1,Jet Ski Rider Drowns,Lagos,2023,1,January
IBD026152,2023-01-11,2023-01-11,5,Army Vs IpobVsEsn,Imo,2023,1,January
IBD026145,2023-01-11,2023-01-11,2,Bandits Kill Community Leader,Kaduna,2023,1,January
IBD026155,2023-01-11,2023-01-11,1,Road Accident,Niger,2023,1,January
IBD026153,2023-01-11,2023-01-11,2,Army Vs Bandits,Kaduna,2023,1,January
IBD026140,2023-01-10,2023-01-10,1,Road Accident,Fct (Abuja),2023,1,January
IBD026142,2023-01-10,2023-01-10,4,Gunmen Attack 4,Anambra,2023,1,January
IBD026146,2023-01-10,2023-01-10,1,Gunmen Attack Man,Fct (Abuja),2023,1,January
IBD026149,2023-01-10,2023-01-10,2,Gunmen Vs Intending Couple,Imo,2023,1,January
IBD026183,2023-01-10,2023-01-10,2,Policemen Vs Bandits,Bauchi,2023,1,January
IBD026134,2023-01-09,2023-01-09,4,Road Accident,Ondo,2023,1,January
IBD026129,2023-01-09,2023-01-09,2,Yoruba Nation Agitators,Lagos,2023,1,January
IBD026141,2023-01-09,2023-01-09,1,Security Operative Vs Tanker Driver,Rivers,2023,1,January
IBD026135,2023-01-09,2023-01-09,19,Bandits Vs Security Operatives,Kaduna,2023,1,January
IBD026230,2023-01-09,2023-01-09,1,One Killed,Benue,2023,1,January
IBD026182,2023-01-09,2023-01-09,1,Bandits Vs Man,Bauchi,2023,1,January
IBD026130,2023-01-08,2023-01-08,1,Cult Killing,Anambra,2023,1,January
IBD026143,2023-01-08,2023-01-08,1,Robbers Vs Student,Anambra,2023,1,January
IBD026157,2023-01-08,2023-01-08,1,Herdsmen Vs Farmer,Kwara,2023,1,January
IBD026136,2023-01-08,2023-01-08,12,Road Accident,Sokoto,2023,1,January
IBD026123,2023-01-07,2023-01-07,1,Road Accident,Ogun,2023,1,January
IBD026115,2023-01-07,2023-01-07,2,Man Vs Step-Mother,Kano,2023,1,January
IBD026121,2023-01-07,2023-01-07,2,Cultism,Rivers,2023,1,January
IBD026171,2023-01-07,2023-01-07,2,Policemen Vs Bandits,Bauchi,2023,1,January
IBD026150,2023-01-07,2023-01-07,1,Hotelier,Ogun,2023,1,January
IBD026131,2023-01-07,2023-01-07,1,Suspected Robber,Lagos,2023,1,January
IBD026118,2023-01-07,2023-01-07,2,Police Vs Gunrunners,Zamfara,2023,1,January
IBD026381,2023-01-07,2023-01-07,2,Police Vs Gunmen,Zamfara,2023,1,January
IBD026968,2023-01-07,2023-01-07,1,Ritual Killing,Ogun,2023,1,January
IBD026161,2023-01-06,2023-01-06,1,Road Accident,Oyo,2023,1,January
IBD026138,2023-01-06,2023-01-06,1,Domestic Violence,Lagos,2023,1,January
IBD026112,2023-01-06,2023-01-06,3,Road Accident,Ogun,2023,1,January
IBD026120,2023-01-06,2023-01-06,1,Gunmen Attack 1,Delta,2023,1,January
IBD026132,2023-01-06,2023-01-06,1,Road Accident,Lagos,2023,1,January
IBD026144,2023-01-05,2023-01-05,1,Bandits Kill 1,Kaduna,2023,1,January
IBD026109,2023-01-05,2023-01-05,1,Man Vs Wife,Bauchi,2023,1,January
IBD026133,2023-01-05,2023-01-05,1,Cult Killing,Ondo,2023,1,January
IBD026580,2023-01-05,2023-01-05,1,One Dead,Abia,2023,1,January
IBD026139,2023-01-05,2023-01-05,1,Man Dies,Anambra,2023,1,January
IBD026122,2023-01-04,2023-01-04,1,Siblings In Fraud,Delta,2023,1,January
IBD026101,2023-01-04,2023-01-04,1,Gunmen Attack Vigilante,Anambra,2023,1,January
IBD026082,2023-01-04,2023-01-04,1,Communal Clash,Ondo,2023,1,January
IBD026093,2023-01-04,2023-01-04,3,Police Vs Kidnappers,Bauchi,2023,1,January
IBD026128,2023-01-04,2023-01-04,1,Man In Police Cell,Abia,2023,1,January
IBD026111,2023-01-04,2023-01-04,7,Road Accident,Kano,2023,1,January
IBD026116,2023-01-04,2023-01-04,3,Police Vs Bandits,Nasarawa,2023,1,January
IBD026113,2023-01-04,2023-01-04,18,Road Accident,Bauchi,2023,1,January
IBD026124,2023-01-04,2023-01-04,1,Police Kill Robber,Edo,2023,1,January
IBD026126,2023-01-04,2023-01-04,1,Police Vs Terrorist,Katsina,2023,1,January
IBD026098,2023-01-03,2023-01-03,5,Cult War,Delta,2023,1,January
IBD026107,2023-01-03,2023-01-03,1,Boy Drowns,Delta,2023,1,January
IBD026077,2023-01-03,2023-01-03,2,Road Accident,Kwara,2023,1,January
IBD026105,2023-01-03,2023-01-03,3,Cultists Kill Man,Anambra,2023,1,January
IBD026095,2023-01-03,2023-01-03,20,Boat Mishap,Kebbi,2023,1,January
IBD026081,2023-01-03,2023-01-03,1,Road Accident,Lagos,2023,1,January
IBD026076,2023-01-03,2023-01-03,15,Road Accident,Kogi,2023,1,January
IBD026092,2023-01-03,2023-01-03,4,Youths Killed,Ondo,2023,1,January
IBD026291,2023-01-03,2023-01-03,1,One Killed,Oyo,2023,1,January
IBD026083,2023-01-03,2023-01-03,1,Son Vs Father,Akwa Ibom,2023,1,January
IBD026099,2023-01-02,2023-01-02,2,Couple Found Dead,Kano,2023,1,January
IBD026075,2023-01-02,2023-01-02,1,Police Vs Bandits,Katsina,2023,1,January
IBD026087,2023-01-02,2023-01-02,1,Gunmen Attack,Nasarawa,2023,1,January
IBD026100,2023-01-02,2023-01-02,1,Army Officer Vs Passenger,Fct (Abuja),2023,1,January
IBD026085,2023-01-02,2023-01-02,4,Policemen Killed In Ohakim Convoy,Imo,2023,1,January
IBD026091,2023-01-02,2023-01-02,1,Gunmen Attack,Anambra,2023,1,January
IBD026356,2023-01-02,2023-01-02,1,Medical Negligence,Bauchi,2023,1,January
IBD026781,2023-01-02,2023-01-02,1,Medical Negligence,Delta,2023,1,January
IBD026102,2023-01-02,2023-01-02,1,Sex Romp,Ekiti,2023,1,January
IBD026088,2023-01-01,2023-01-03,3,Army Vs Bandits,Kaduna,2023,1,January
IBD026072,2023-01-01,2023-01-01,3,Hoodlums Vs Couple,Ogun,2023,1,January
IBD026096,2023-01-01,2023-01-01,32,Army Vs Boko Haram,Borno,2023,1,January
IBD026074,2023-01-01,2023-01-01,5,Road Accident,Oyo,2023,1,January
IBD026090,2023-01-01,2023-01-01,2,Gunmen Attack,Imo,2023,1,January
IBD026089,2023-01-01,2023-01-01,4,Gunmen Attack,Anambra,2023,1,January
IBD026125,2023-01-01,2023-01-01,1,Police Vs Hoodlum,Katsina,2023,1,January
IBD026103,2023-01-01,2023-01-01,1,Police Kill Bandit,Zamfara,2023,1,January
IBD026078,2023-01-01,2023-01-01,7,Road Accident,Bauchi,2023,1,January
IBD026069,2023-01-01,2023-01-01,1,Gunmen Vs Ebubeagu Commander,Ebonyi,2023,1,January
IBD026079,2023-01-01,2023-01-01,1,Road Accident,Ogun,2023,1,January
IBD026080,2023-01-01,2023-01-01,7,Road Accident,Ogun,2023,1,January
IBD028056,2023-01-01,2023-06-30,5,Ritualist Shrine,Oyo,2023,1,January
IBD026110,2023-01-01,2023-01-01,1,Woman Vs Co-Wife,Bauchi,2023,1,January
IBD026331,2022-12-31,2022-12-31,1,Assailants Vs Man,Delta,2022,12,December
IBD026163,2022-12-31,2022-12-31,3,Communal Clash,Delta,2022,12,December
IBD026097,2022-12-31,2022-12-31,2,Political Issue,Sokoto,2022,12,December
IBD026117,2022-12-31,2022-12-31,20,Police Vs Bandits,Bauchi,2022,12,December
IBD026094,2022-12-31,2022-12-31,10,Police Vs KidnappersVsBandits,Bauchi,2022,12,December
